Intersection Type, Street Number,Nearest street number intersection,Latitude, Longitude,roundabout flag,2012 accidents,2013 accidents,2014 accidents,2015 accidents,Total accidents
3,00808,05162,45 32.459926159,-122 29.448321919,0,0,0,1,0,1
1,01426,05024,45 30.27901296000000002,-122 38.28460183899999997,0,0,0,1,0,1
1,00719,05008,45 33.42495984,-122 39.28654128000000004,0,0,0,1,0,1
1,02610,05026,45 31.55756487899999996,-122 38.20934419899999998,0,0,0,1,0,1
3,00417,02638,45 34.550180919,-122 44.24101304000000003,0,0,0,1,0,1
1,00436,02241,45 35.37779216,-122 44.574372679,0,0,0,1,0,1
3,02511,05054,45 28.34798907899999996,-122 43.569721,0,0,0,1,0,1
3,01814,05047,45 31.455673,-122 36.53960004000000005,0,0,0,1,0,1
3,00106,05042,45 32.43530072,-122 37.113357279,0,0,0,1,0,1
1,01928,05008,45 31.14816892000000001,-122 39.27640619899999997,0,0,0,1,0,1
1,02201,05111,45 32.221669159,-122 32.5645623199999999,0,0,0,1,1,2
3,00812,02130,45 35.46551083899999995,-122 44.49082316,0,0,0,1,0,1
3,00322,09459,45 36.35246519899999996,-122 40.48800531899999996,0,0,0,1,0,1
1,00261,02402,45 32.62922479000000004,-122 39.419177519,0,0,0,2,0,2
1,00168,07092,45 34.12092663900000002,-122 34.1857,0,0,0,1,0,1
3,01804,05238,45 31.10567344,-122 25.32886839,0,0,0,1,0,1
3,02177,02364,45 37.84561959,-122 46.476113079,0,0,0,2,0,2
3,01035,05152,45 28.107791319,-122 30.24857243899999997,0,0,0,2,0,2
1,01002,08005,45 32.111067439,-122 26.1689648,0,0,0,1,0,1
1,00300,05026,45 27.40041252,-122 42.16179660000000002,0,0,0,2,2,4
2,00482,00942,45 30.01984319,-122 40.32946239899999995,0,0,0,1,0,1
1,02259,05004,45 31.13895112,-122 40.31710143900000002,0,0,0,1,0,1
1,01005,00000,45 34.19329995899999997,-122 36.38170007899999995,0,0,0,1,0,1
1,01057,05084,45 31.486425999,-122 34.34798584000000005,0,0,0,2,0,2
1,02702,05007,45 30.5685876,-122 39.312702839,0,0,0,1,2,3
1,01515,05005,45 30.5810626800000001,-122 40.44483771999999995,0,0,0,1,1,2
4,00817,05011,45 28.146373239,-122 39.179172,0,0,0,1,0,1
1,01940,00000,45 29.34511891999999996,-122 34.23892132,0,0,0,1,2,3
1,02213,05023,45 32.5204579900000001,-122 41.55662180000000006,0,0,0,2,0,2
1,00406,01810,45 35.44696868,-122 44.190797,0,0,0,1,0,1
3,01424,05088,45 29.1276908,-122 34.20396244,0,0,0,1,0,1
1,02303,05021,45 30.9649799900000001,-122 38.406337639,0,0,0,1,0,1
1,00929,02702,45 30.56888424,-122 39.38709720000000004,0,0,0,1,2,3
1,01938,05008,45 34.13163015900000001,-122 39.264986279,0,0,0,1,0,1
3,01528,05003,45 30.44037971899999995,-122 40.437695679,0,0,0,1,3,4
3,00418,05122,45 28.38614008,-122 32.13621164000000002,0,0,0,1,2,3
1,01591,00929,45 31.20153639,-122 39.386958239,0,0,0,1,0,1
1,01055,05070,45 29.24896039899999998,-122 35.28376483899999997,0,0,0,1,0,1
1,00267,00471,45 30.52838604000000004,-122 40.55732296,0,0,0,1,1,2
1,01814,05063,45 31.418616039,-122 35.55159656000000005,0,0,0,1,0,1
1,00725,05021,45 31.2954604,-122 41.397181399,0,0,0,1,1,2
3,00124,00831,45 31.21026495899999997,-122 40.128806679,0,0,0,1,1,2
3,01036,05082,45 28.36370740000000005,-122 34.446292119,0,0,0,1,0,1
1,02104,05019,45 32.3175836,-122 41.26354543900000003,0,0,0,2,1,3
3,01432,02156,45 34.404396759,-122 42.41743727899999996,0,0,0,2,1,3
3,00302,09435,45 31.50873591999999995,-122 39.5526039599999999,0,0,0,1,0,1
3,02202,05207,45 32.38664528000000004,-122 26.581152559,0,0,0,2,1,3
4,00614,01401,45 30.17363664,-122 38.4230222,0,0,0,1,0,1
1,01406,05013,45 28.6965111900000001,-122 39.10768392,0,0,0,1,0,1
1,02273,05019,45 33.37165571899999996,-122 38.44882556,0,0,0,1,0,1
3,01911,02222,45 29.5347805989999999,-122 43.368821559,0,0,0,1,1,2
1,01204,05014,45 31.15281399,-122 41.18166703899999998,0,0,0,1,2,3
3,00508,05049,45 26.39100272,-122 43.37488575899999994,0,0,0,2,1,3
1,02225,05039,45 33.6488315900000001,-122 37.24324276,0,0,0,1,0,1
1,02619,05007,45 33.360712799,-122 39.305813159,0,0,0,1,0,1
3,00913,01065,45 29.576369959,-122 40.26252436,0,0,0,1,0,1
1,05020,01814,45 31.42925944,-122 38.43624608,0,0,0,1,0,1
3,00481,05130,45 29.290659919,-122 31.48077220000000004,0,0,0,1,0,1
1,00493,05020,45 33.13245228,-122 38.415386959,0,0,0,1,0,1
3,01114,05007,45 32.52413792,-122 39.308007359,0,0,0,1,0,1
3,00855,07006,45 35.578762159,-122 39.3382887589999999,0,0,0,3,0,3
1,01918,08630,45 28.31970496,-122 28.15894479,0,0,0,1,0,1
3,01905,05017,45 29.2256486,-122 38.53990196,0,0,0,1,0,1
1,01027,07210,45 30.10496772,-122 25.406295399,0,0,0,1,0,1
1,09719,01940,45 29.50596512,-122 33.59508755900000004,0,0,0,1,0,1
1,01802,02210,45 31.12254591900000001,-122 39.25814411899999996,0,0,0,2,2,4
1,01320,05103,45 28.4715166,-122 33.263998799,0,0,0,1,0,1
3,05086,01940,45 29.506702399,-122 34.265862999,0,0,0,1,0,1
5,02631,02648,45 31.58928952,-122 40.02742239,0,0,0,2,0,2
3,01112,01207,45 35.202076519,-122 45.120075119,0,0,0,2,3,5
1,01572,01938,45 34.11681004,-122 40.396491159,0,0,0,1,0,1
1,00221,02639,45 32.583189079,-122 40.016381189999999998,0,0,0,2,2,4
3,02658,05036,45 28.451381799,-122 37.355798919,0,0,0,1,0,1
1,00929,02216,45 32.8823048,-122 39.38255004,0,0,0,3,0,3
3,01441,01508,45 29.37709484,-122 40.227387639,0,0,0,4,0,4
3,01484,05042,45 34.11391924000000001,-122 37.109308359,0,0,0,1,0,1
3,02210,05119,45 33.26826156,-122 32.236838119,0,0,0,1,1,2
3,00305,09460,45 31.323282999,-122 39.37495044,0,0,0,1,1,2
3,00508,01967,45 26.459087,-122 43.342072839,0,0,0,1,0,1
1,00922,05075,45 31.35200056,-122 35.89731319,0,0,0,1,1,2
3,00609,02965,45 35.26865132,-122 41.12482448,0,0,0,2,1,3
1,05099,00283,45 31.21323172,-122 33.44092655900000004,0,0,0,1,0,1
1,01204,01906,45 30.5619329989999999,-122 40.5794114789999999,0,0,0,2,1,3
1,02620,05108,45 32.2960664,-122 33.5752044000000001,0,0,0,2,2,4
3,01504,05223,45 33.25437815899999997,-122 26.8989512,0,0,0,2,1,3
3,00404,00807,45 32.39213203899999996,-122 24.194858999,0,0,0,1,0,1
3,01515,05144,45 30.498541679,-122 30.5252454,0,0,0,1,0,1
3,00403,09302,45 32.2356476,-122 26.3141672,0,0,0,1,0,1
1,02237,05030,45 33.15544367900000001,-122 38.55490639999999996,0,0,0,1,0,1
1,00401,07238,45 31.39789840000000005,-122 24.47279844,0,0,0,3,1,4
1,01113,05022,45 30.14771915900000002,-122 38.36944520000000004,0,0,0,1,0,1
1,00488,01538,45 33.8957592,-122 36.12068172,0,0,0,1,0,1
1,01067,01939,45 35.116781719,-122 43.15886128,0,0,0,1,0,1
3,01036,05097,45 28.359798159,-122 33.484767,0,0,0,1,0,1
1,00134,05006,45 31.174082079,-122 39.3492738,0,0,0,1,1,2
1,00828,05024,45 29.5699525989999999,-122 38.299535,0,0,0,1,0,1
3,02658,05085,45 28.457064039,-122 34.31445435999999997,0,0,0,4,1,5
3,01055,05066,45 29.251285639,-122 35.43324619899999995,0,0,0,1,0,1
1,00290,05052,45 28.21432108,-122 36.35458812,0,0,0,3,0,3
1,00457,05013,45 27.387261,-122 39.108080279,0,0,0,2,0,2
1,00828,05007,45 29.589048799,-122 39.31787351899999997,0,0,0,1,0,1
1,00252,01311,45 33.456645599,-122 40.26219639899999997,0,0,0,2,0,2
3,00831,02259,45 31.10003692,-122 40.17326848000000002,0,0,0,3,2,5
1,00458,05017,45 30.59616431999999996,-122 41.31265376,0,0,0,1,0,1
1,00604,05018,45 31.275292839,-122 38.51032292,0,0,0,1,0,1
1,00436,02277,45 35.56421852,-122 44.481821359,0,0,0,1,1,2
1,00609,00000,45 35.47559984,-122 43.35420016,0,0,0,1,0,1
1,01517,05016,45 29.28731264000000003,-122 38.577078439,0,0,0,1,0,1
1,01021,05006,45 30.398887919,-122 40.5860988390000001,0,0,0,1,1,2
1,00226,05054,45 30.59583672,-122 36.282990599,0,0,0,1,0,1
0,01806,00000,45 29.347899919,-122 25.482199959,0,0,0,1,0,1
1,01012,05044,45 32.11445,-122 37.4475136,0,0,0,1,0,1
1,00226,05027,45 30.59176908,-122 38.17212595999999998,0,0,0,2,0,2
3,02310,06018,45 27.308175119,-122 41.47406371899999996,0,0,0,1,0,1
1,01321,05019,45 32.314459159,-122 38.466787759,0,0,0,1,2,3
1,00905,01061,45 34.37533,-122 39.452957039,0,0,0,1,0,1
1,02205,05003,45 30.51773148,-122 39.460503719,0,0,0,2,2,4
3,00472,07033,45 34.26663591999999998,-122 37.54901955900000004,0,0,0,1,0,1
1,01590,02144,45 32.40506756,-122 39.50814971899999996,0,0,0,2,0,2
3,00935,02273,45 33.38072196000000005,-122 41.41299620000000004,0,0,0,1,1,2
1,02237,05074,45 33.13861835899999999,-122 35.123039959,0,0,0,1,0,1
1,01108,02662,45 33.27550764,-122 40.566209559,0,0,0,1,0,1
3,01608,02317,45 27.14104476000000002,-122 40.5692544399999999,0,0,0,2,1,3
3,00472,00488,45 34.1333596,-122 35.2505408,0,0,0,2,0,2
1,00418,05072,45 28.416751239,-122 35.215210759,0,0,0,1,0,1
1,01311,02639,45 33.45780155900000004,-122 40.09165719999999999,0,0,0,1,3,4
3,00745,09726,45 31.89274719,-122 33.54805068000000006,0,0,0,1,1,2
3,01528,05002,45 30.43049844,-122 40.400239119,0,0,0,1,0,1
1,00621,07031,45 29.139606799,-122 42.37288331899999996,0,0,0,1,0,1
3,01113,05020,45 30.14807304,-122 38.442687559,0,0,0,1,0,1
1,00801,02504,45 33.2833056,-122 40.470262,0,0,0,2,0,2
1,01320,05101,45 28.473706479,-122 33.35095788,0,0,0,1,0,1
3,02219,05182,45 30.345241439,-122 28.32440224,0,0,0,2,0,2
1,02659,05066,45 30.5177772,-122 35.441584879,0,0,0,1,0,1
3,00829,05062,45 32.53577456000000005,-122 35.577414319,0,0,0,1,0,1
1,00827,06028,45 29.412401119,-122 38.11921892,0,0,0,1,0,1
1,02205,05039,45 30.514925999,-122 37.22471428,0,0,0,1,2,3
1,01456,07062,45 27.22154759,-122 44.2703606,0,0,0,1,0,1
3,01432,01484,45 34.14811492000000001,-122 37.191999279,0,0,0,1,0,1
1,02328,05058,45 32.156590519,-122 36.13025916,0,0,0,1,0,1
1,00609,01312,45 34.566114519,-122 41.127924079,0,0,0,1,0,1
1,01721,05009,45 31.53575644,-122 40.49484063899999995,0,0,0,3,2,5
3,05223,08823,45 30.46999043900000004,-122 26.18548519,0,0,0,1,1,2
3,00261,05092,45 32.24003852,-122 34.6355992,0,0,0,1,0,1
3,02658,05093,45 28.43607459999999996,-122 34.34377599,0,0,0,1,0,1
1,00112,00241,45 33.247636799,-122 40.297912,0,0,0,1,0,1
3,00306,09480,45 29.33211031899999995,-122 40.25237199899999997,0,0,0,1,0,1
4,01528,05100,45 30.39595968,-122 33.380855159,0,0,0,1,0,1
3,02703,05044,45 33.14964192,-122 43.52823676,0,0,0,3,0,3
3,01005,05048,45 32.15173879,-122 36.50303807899999995,0,0,0,2,0,2
1,01432,01518,45 34.37975403899999996,-122 39.48031848,0,0,0,2,2,4
4,02619,05082,45 33.355484159,-122 34.42728196000000004,0,0,0,1,2,3
1,02322,05039,45 32.205373759,-122 37.226821,0,0,0,1,0,1
1,01802,05009,45 31.12230508,-122 39.240111,0,0,0,1,1,2
1,02322,05092,45 32.19059756,-122 34.643854,0,0,0,1,0,1
3,01923,02117,45 29.3389226,-122 24.58905719,0,0,0,1,0,1
3,00939,01432,45 34.37648128,-122 40.59547107999999994,0,0,0,2,1,3
3,09517,00305,45 31.56128907999999996,-122 37.104960999,0,0,0,1,0,1
1,00614,05038,45 30.172293479,-122 37.27325847999999997,0,0,0,1,0,1
3,01940,05051,45 29.509571599,-122 36.36393552,0,0,0,2,0,2
3,01028,05037,45 30.433943999,-122 37.329154599,0,0,0,1,0,1
3,02237,06121,45 33.12941891900000002,-122 32.17482883899999997,0,0,0,1,0,1
1,02210,05058,45 32.33470088,-122 36.127332,0,0,0,2,0,2
3,00215,00237,45 29.31110107899999996,-122 27.048383990000000004,0,0,0,1,0,1
1,01311,06032,45 33.45759851899999994,-122 37.54186780000000006,0,0,0,1,1,2
1,00272,02638,45 35.2964084,-122 44.44535624,0,0,0,1,3,4
1,01528,05080,45 30.389638079,-122 34.52200084000000004,0,0,0,1,0,1
1,02312,05013,45 27.489948119,-122 39.107936279,0,0,0,2,1,3
3,01055,05060,45 29.24990323899999996,-122 36.4703183999999999,0,0,0,1,2,3
3,01605,05003,45 31.527054519,-122 39.44988552,0,0,0,2,0,2
1,00905,02237,45 33.165085919,-122 39.45481284,0,0,0,3,3,6
3,01068,05028,45 31.42018491999999995,-122 38.137634359,0,0,0,2,1,3
3,00745,09715,45 29.359996279,-122 33.5650923589999999,0,0,0,1,0,1
3,01632,02903,45 36.374214599,-122 47.45053087899999994,0,0,0,1,1,2
1,01003,05006,45 30.37488671999999994,-122 40.598828079,0,0,0,1,0,1
3,00828,01506,45 29.589336439,-122 39.36271476,0,0,0,2,0,2
3,02614,01303,45 30.19198548000000002,-122 40.32723687899999994,0,0,0,1,0,1
1,00124,05018,45 31.19828020000000002,-122 38.51086724,0,0,0,2,1,3
1,01564,05021,45 27.59260248,-122 38.35025144,0,0,0,1,0,1
4,00481,05136,45 29.293422559,-122 31.2482122,0,0,0,1,0,1
3,02310,05054,45 27.17223983899999997,-122 43.56659512,0,0,0,1,0,1
1,01434,05104,45 29.16740311900000002,-122 33.20723076000000002,0,0,0,1,0,1
1,00113,01951,45 31.129767519,-122 40.488137439,0,0,0,1,0,1
3,00305,09529,45 31.5569381189999999,-122 33.580726079,0,0,0,2,1,3
1,00283,05127,45 31.21123227899999996,-122 31.571652039,0,0,0,1,0,1
4,01028,05036,45 30.43398719899999996,-122 37.363028799,0,0,0,1,1,2
1,02259,05053,45 31.9364476,-122 36.318375359,0,0,0,2,0,2
0,02156,00000,45 35.47559984,-122 43.35420016,0,0,0,1,0,1
1,00124,05002,45 31.21115523899999996,-122 40.199473599,0,0,0,1,0,1
3,02623,08624,45 28.45087024,-122 27.12392099900000002,0,0,0,1,0,1
1,02273,06032,45 33.370827719,-122 37.54173171999999994,0,0,0,1,0,1
3,00135,02402,45 34.2757612,-122 39.41027975899999994,0,0,0,2,0,2
1,02259,05005,45 31.14878488,-122 40.353862119,0,0,0,2,2,4
3,02231,05039,45 30.222153839,-122 37.215679359,0,0,0,1,0,1
3,02619,05033,45 33.35353403899999996,-122 37.503796359,0,0,0,1,0,1
1,00558,01469,45 34.7607244000000001,-122 42.214622279,0,0,0,1,2,3
1,00267,01204,45 30.55258056,-122 40.544496159,0,0,0,1,1,2
3,00286,00472,45 35.18360024,-122 41.42581616,0,0,0,1,0,1
4,00626,05063,45 28.329992319,-122 35.53220119999999994,0,0,0,1,0,1
1,01318,05042,45 32.49104420000000005,-122 37.11221536,0,0,0,2,0,2
3,00232,05209,45 30.489919679,-122 26.56226732,0,0,0,2,0,2
1,00283,05069,45 31.231997799,-122 35.30952896000000003,0,0,0,1,0,1
1,02144,02225,45 33.7416864,-122 39.528355079,0,0,0,1,0,1
3,00831,01717,45 32.31742340000000002,-122 41.436599239,0,0,0,2,1,3
3,00212,01441,45 29.37820040000000006,-122 40.370776719,0,0,0,1,0,1
1,00226,05006,45 30.59438412,-122 39.350452799,0,0,0,3,3,6
3,OH003,02115,45 27.20541238999999996,-122 39.3223404,0,0,0,1,0,1
1,01055,05074,45 29.24875951899999997,-122 35.13137287900000002,0,0,0,2,2,4
3,00415,00440,45 32.125362679,-122 17.115681559,0,0,0,1,0,1
3,00741,01055,45 30.309101039,-122 17.51490140000000004,0,0,0,1,0,1
1,02326,05031,45 30.18674279999999999,-122 38.07791359,0,0,0,2,0,2
1,00922,02402,45 31.355891799,-122 39.42076296,0,0,0,1,0,1
1,00171,01619,45 33.13699079999999999,-122 29.22404048,0,0,0,1,0,1
1,01538,01571,45 33.12101291900000001,-122 40.31874879999999997,0,0,0,1,0,1
1,00925,02639,45 33.230159159,-122 40.02201879,0,0,0,2,0,2
1,00453,05078,45 31.581753279,-122 34.585539759,0,0,0,1,0,1
1,00626,05071,45 28.331698,-122 35.25186092000000002,0,0,0,1,0,1
1,01940,05104,45 29.4539,-122 33.2157,0,0,0,4,2,6
3,00171,00186,45 35.543,-122 34.5713,0,0,0,1,0,1
3,05102,01814,45 31.4107,-122 33.2921,0,0,0,1,0,1
3,00414,02950,45 30.3971,-122 42.2249,0,0,0,1,0,1
1,02241,02629,45 36.473,-122 45.2995,0,0,0,1,1,2
1,00817,05062,45 28.706,-122 35.5843,0,0,0,1,0,1
3,00404,00806,45 32.3902,-122 24.1767,0,0,0,1,0,1
3,02210,05121,45 33.2615,-122 32.1752,0,0,0,2,0,2
5,00212,09499,45 27.1375,-122 43.1369,0,0,0,1,1,2
3,01432,02636,45 34.3764,-122 41.364,0,0,0,1,0,1
4,00922,05073,45 31.3523,-122 35.1622,0,0,0,2,1,3
1,01318,05078,45 32.4692,-122 34.5823,0,0,0,1,0,1
3,00824,05051,45 29.4706,-122 36.3632,0,0,0,1,0,1
3,00823,01432,45 35.621,-122 43.5201,0,0,0,1,1,2
4,01108,02619,45 33.3529,-122 40.5646,0,0,0,1,0,1
3,00614,05116,45 30.1499,-122 32.3773,0,0,0,1,1,2
1,01943,05029,45 33.1945,-122 38.918,0,0,0,1,0,1
1,00607,05006,45 34.1843,-122 39.3365,0,0,0,1,0,1
1,00604,05005,45 31.2822,-122 40.3166,0,0,0,1,0,1
3,01012,02402,45 32.114,-122 39.4188,0,0,0,1,0,1
1,01402,05039,45 31.4041,-122 37.2274,0,0,0,2,1,3
4,00922,05056,45 31.3537,-122 36.2255,0,0,0,3,0,3
3,01110,05053,45 31.4161,-122 36.3181,0,0,0,1,0,1
3,00267,01562,45 30.4568,-122 40.5962,0,0,0,2,1,3
1,02612,05086,45 31.611,-122 34.3006,0,0,0,1,1,2
1,00808,05108,45 32.4418,-122 33.533,0,0,0,2,0,2
3,00801,00871,45 32.5594,-122 26.021,0,0,0,1,1,2
1,01311,02144,45 33.4582,-122 39.5319,0,0,0,1,0,1
1,00907,01061,45 34.563,-122 41.2129,0,0,0,1,0,1
1,00221,05077,45 32.5859,-122 35.166,0,0,0,2,0,2
1,01534,05016,45 31.5055,-122 41.1497,0,0,0,1,0,1
3,00481,05104,45 29.265,-122 33.2076,0,0,0,1,0,1
1,01528,05008,45 30.3888,-122 39.2788,0,0,0,1,0,1
3,01070,01108,45 33.298,-122 40.5576,0,0,0,2,1,3
1,02208,05144,45 32.1581,-122 30.5101,0,0,0,1,0,1
1,00410,05282,45 28.4536,-122 22.2171,0,0,0,3,2,5
1,01938,02636,45 34.1176,-122 41.3666,0,0,0,1,0,1
1,02225,02504,45 33.737,-122 40.474,0,0,0,1,2,3
1,05023,01110,45 31.3954,-122 41.547,0,0,0,1,0,1
3,00824,05061,45 29.2921,-122 36.221,0,0,0,1,3,4
1,00464,05030,45 30.1274,-122 38.451,0,0,0,1,0,1
1,01426,05060,45 30.2908,-122 36.636,0,0,0,1,1,2
1,00433,02338,45 35.2459,-122 44.4514,0,0,0,1,0,1
1,00719,06032,45 33.4142,-122 37.5417,0,0,0,1,0,1
1,02125,05012,45 29.2707,-122 39.1152,0,0,0,1,0,1
1,02210,05012,45 31.2186,-122 39.1297,0,0,0,1,2,3
1,00113,05013,45 31.174,-122 41.538,0,0,0,3,3,6
3,02323,05070,45 31.1818,-122 35.2723,0,0,0,1,1,2
0,01687,00000,45 29.3848,-122 41.3531,0,0,0,1,0,1
3,01920,02112,45 29.5278,-122 25.4672,0,0,0,2,3,5
3,02702,00165,45 30.5689,-122 39.4109,0,0,0,1,0,1
1,02216,05010,45 32.876,-122 39.200,0,0,0,1,0,1
3,02118,05092,45 28.5275,-122 34.69,0,0,0,2,1,3
3,01432,00939,45 34.3765,-122 40.5955,0,0,0,1,0,1
3,02504,02534,45 35.1389,-122 40.076,0,0,0,1,1,2
3,00612,02622,45 30.1605,-122 27.1469,0,0,0,1,2,3
1,01027,08204,45 30.117,-122 25.4073,0,0,0,1,0,1
1,02317,01952,45 27.3413,-122 41.58,0,0,0,1,0,1
1,01426,05007,45 30.2862,-122 39.3146,0,0,0,1,0,1
1,01055,05115,45 29.2296,-122 32.4035,0,0,0,1,0,1
3,00905,05197,45 31.3492,-122 27.3558,0,0,0,1,1,2
3,00817,02113,45 27.5437,-122 28.544,0,0,0,1,1,2
1,01513,05019,45 31.82,-122 41.361,0,0,0,1,0,1
3,00425,05012,45 30.2086,-122 39.1336,0,0,0,1,1,2
3,00296,02619,45 33.3868,-122 42.821,0,0,0,1,0,1
1,00816,05009,45 31.3305,-122 40.487,0,0,0,1,2,3
3,00410,01806,45 28.4303,-122 23.1899,0,0,0,2,0,2
1,00481,05090,45 29.2761,-122 34.1372,0,0,0,1,0,1
3,02310,02359,45 28.1659,-122 40.2114,0,0,0,1,0,1
3,01806,05017,45 27.3125,-122 38.4907,0,0,0,1,0,1
3,00824,05158,45 28.3478,-122 30.364,0,0,0,2,1,3
3,01605,05011,45 31.5339,-122 39.1644,0,0,0,1,1,2
3,00268,05089,45 30.181,-122 34.1839,0,0,0,1,0,1
3,00290,05082,45 28.2017,-122 34.4462,0,0,0,2,3,5
5,00829,05072,45 32.5357,-122 35.2001,0,0,0,1,2,3
1,00113,05002,45 31.462,-122 39.4962,0,0,0,3,3,6
1,02620,02669,45 32.362,-122 39.2371,0,0,0,1,0,1
1,00283,05146,45 31.2006,-122 30.476,0,0,0,2,0,2
4,01005,02210,45 32.252,-122 37.2969,0,0,0,1,2,3
1,00433,00449,45 35.3382,-122 45.1343,0,0,0,1,0,1
1,01930,05035,45 26.4334,-122 42.4627,0,0,0,1,0,1
3,02218,05215,45 31.874,-122 26.312,0,0,0,1,0,1
1,00270,02601,45 34.2494,-122 42.1008,0,0,0,1,0,1
1,02205,05030,45 30.5149,-122 38.52,0,0,0,1,0,1
1,02328,05042,45 32.1599,-122 37.1173,0,0,0,1,0,1
1,02112,07210,45 30.1224,-122 25.4677,0,0,0,2,0,2
3,01485,00114,45 33.2486,-122 42.489,0,0,0,1,0,1
1,00134,05018,45 31.1726,-122 38.5111,0,0,0,1,0,1
3,05042,01203,45 33.5136,-122 37.1348,0,0,0,1,0,1
3,00151,02658,45 28.4647,-122 34.513,0,0,0,1,0,1
1,01045,05025,45 34.886,-122 38.2501,0,0,0,1,0,1
3,01065,02633,45 29.550,-122 40.2598,0,0,0,2,0,2
3,01508,01574,45 29.865,-122 40.3152,0,0,0,2,0,2
3,02950,09605,45 30.2329,-122 42.5615,0,0,0,1,0,1
3,00831,09338,45 29.5853,-122 40.3961,0,0,0,1,0,1
3,02271,02524,45 29.5716,-122 41.1706,0,0,0,1,3,4
3,01055,05032,45 29.2615,-122 37.5769,0,0,0,2,0,2
3,01303,01338,45 30.1276,-122 40.3828,0,0,0,1,3,4
3,00216,02642,45 35.243,-122 42.17,0,0,0,1,0,1
1,02331,05039,45 28.3731,-122 37.2159,0,0,0,1,0,1
1,01027,08402,45 29.482,-122 25.3961,0,0,0,1,0,1
1,00825,01432,45 34.3766,-122 42.2471,0,0,0,1,2,3
3,00323,09562,45 30.5367,-122 41.2018,0,0,0,1,0,1
1,02116,05022,45 32.2429,-122 41.4907,0,0,0,1,0,1
3,00745,09735,45 33.398,-122 33.4912,0,0,0,1,1,2
3,09009,09453,45 30.2521,-122 40.1479,0,0,0,1,1,2
3,01932,02903,45 32.5423,-122 43.3449,0,0,0,1,0,1
1,01204,01951,45 30.5619,-122 40.5794,0,0,0,1,0,1
1,02658,05043,45 28.4506,-122 37.655,0,0,0,1,1,2
3,00910,02107,45 41.460,-122 47.49,0,0,0,1,0,1
3,00305,09513,45 31.5715,-122 37.5815,0,0,0,1,1,2
3,02259,05041,45 31.946,-122 37.1378,0,0,0,2,1,3
1,00267,01515,45 31.005,-122 40.5184,0,0,0,2,0,2
3,00111,01002,45 33.327,-122 40.1225,0,0,0,1,1,2
3,02527,09461,45 35.4329,-122 41.1265,0,0,0,2,0,2
1,02258,05033,45 32.371,-122 37.5046,0,0,0,1,1,2
3,02331,05061,45 28.3856,-122 36.334,0,0,0,1,0,1
1,02258,05049,45 32.3745,-122 36.4574,0,0,0,1,0,1
3,00481,05034,45 29.3149,-122 37.4719,0,0,0,1,0,1
3,00251,00160,45 26.5204,-122 41.1221,0,0,0,1,0,1
3,01503,01505,45 33.2885,-122 26.1967,0,0,0,2,0,2
3,01005,09522,45 32.094,-122 35.2848,0,0,0,1,0,1
3,00402,01201,45 32.193,-122 22.3275,0,0,0,2,0,2
1,01802,05099,45 31.1114,-122 33.4423,0,0,0,2,1,3
1,02216,05019,45 32.866,-122 38.4795,0,0,0,1,0,1
1,01304,08202,45 29.5624,-122 25.3307,0,0,0,3,0,3
3,00293,00434,45 28.2101,-122 41.4057,0,0,0,1,0,1
3,00218,05043,45 32.3858,-122 37.767,0,0,0,1,0,1
1,01946,02130,45 35.1339,-122 45.832,0,0,0,1,0,1
3,00296,01469,45 33.578,-122 42.3252,0,0,0,2,0,2
3,01940,05073,45 29.5077,-122 35.1682,0,0,0,1,1,2
3,00829,05112,45 32.5309,-122 32.513,0,0,0,1,0,1
3,01940,05088,45 29.5064,-122 34.2037,0,0,0,1,1,2
3,00806,02157,45 31.1549,-122 42.2811,0,0,0,1,0,1
3,00623,01067,45 35.118,-122 43.256,0,0,0,1,0,1
3,01055,05107,45 29.2321,-122 33.1149,0,0,0,1,0,1
1,00464,05021,45 30.1222,-122 38.4063,0,0,0,1,0,1
1,02612,05028,45 31.687,-122 38.1351,0,0,0,1,0,1
3,01021,05076,45 30.3225,-122 35.697,0,0,0,1,0,1
3,01055,01313,45 30.3516,-122 18.2105,0,0,0,1,0,1
1,01439,05011,45 31.4832,-122 40.5657,0,0,0,1,1,2
3,02261,05162,45 30.3275,-122 29.4765,0,0,0,1,1,2
3,00828,05014,45 29.5834,-122 39.413,0,0,0,1,0,1
1,01321,02639,45 32.3082,-122 40.002,0,0,0,1,0,1
1,01057,02402,45 31.482,-122 39.4204,0,0,0,1,0,1
1,02207,09610,45 30.3265,-122 44.845,0,0,0,1,1,2
1,02225,05010,45 33.739,-122 39.2044,0,0,0,1,0,1
1,00429,01418,45 35.4347,-122 45.2728,0,0,0,1,0,1
1,00722,08631,45 28.2943,-122 27.4263,0,0,0,1,1,2
3,00322,09419,45 34.2164,-122 40.4288,0,0,0,1,0,1
1,01055,05047,45 29.2508,-122 36.500,0,0,0,1,0,1
1,01721,05024,45 31.5224,-122 42.249,0,0,0,1,0,1
1,00283,00000,45 29.3848,-122 41.3531,0,0,0,1,1,2
1,01427,05013,45 27.3359,-122 39.1082,0,0,0,1,1,2
1,02658,05050,45 28.450,-122 36.410,0,0,0,1,0,1
3,00305,09729,45 31.5616,-122 34.314,0,0,0,1,0,1
1,02216,05030,45 32.869,-122 38.594,0,0,0,1,0,1
1,01108,02155,45 32.2765,-122 40.3761,0,0,0,1,2,3
